"","x"
"513",2
"514",6
"515",23
"516",7
"517",13
"518",22
"519",1
"520",1
"521",24
"522",1
"523",1
"524",5
"525",11
"526",17
"527",15
"528",3
"529",19
"530",1
"531",4
"532",9
"533",20
"534",12
"535",8
"536",16
"537",14
"538",24
"539",2
"540",4
"541",1
"542",8
"543",18
"544",4
"545",6
"546",17
"547",0
"548",1
"549",0
"550",7
"551",2
"552",1
"553",7
"554",18
"555",1
"556",6
"557",7
"558",14
"559",0
"560",10
"561",13
"562",1
"563",16
"564",6
"565",0
"566",8
"567",5
"568",0
"569",14
"570",4
"571",5
"572",1
"573",6
"574",14
"575",1
"576",5
"577",11
"578",0
"579",11
"580",8
"581",14
"582",19
"583",17
"584",4
"585",8
"586",6
"587",13
"588",4
"589",13
"590",3
"591",1
"592",0
"593",13
"594",9
"595",0
"596",0
"597",0
"598",3
"599",13
"600",12
"601",4
"602",5
"603",7
"604",8
"605",12
"606",21
"607",12
"608",4
"609",2
"610",1
"611",0
"612",1
"613",14
"614",3
"615",0
"616",3
"617",9
"618",3
"619",18
"620",4
"621",10
"622",0
"623",5
"624",1
"625",5
"626",8
"627",16
"628",0
"629",7
"630",20
"631",0
"632",8
"633",10
"634",7
"635",1
"636",0
"637",1
"638",5
"639",6
"640",0
"641",12
"642",5
"643",16
"644",4
"645",7
"646",1
"647",2
"648",2
"649",24
"650",1
"651",3
"652",0
"653",12
"654",0
"655",1
"656",6
"657",0
"658",24
"659",11
"660",5
"661",14
"662",1
"663",11
"664",0
"665",2
"666",0
"667",4
"668",4
"669",8
"670",1
"671",2
"672",8
"673",7
"674",19
"675",0
"676",5
"677",2
"678",7
"679",2
"680",8
"681",7
"682",10
"683",19
"684",5
"685",4
"686",1
"687",3
"688",3
"689",0
"690",4
"691",14
"692",19
"693",13
"694",7
"695",0
"696",2
"697",5
"698",7
"699",9
"700",2
"701",18
"702",19
"703",2
"704",1
"705",2
"706",7
"707",7
"708",11
"709",9
"710",8
"711",0
"712",0
"713",25
"714",13
"715",0
"716",2
"717",6
"718",2
"719",7
"720",4
"721",12
"722",9
"723",14
"724",6
"725",3
"726",0
"727",11
"728",23
"729",2
"730",11
"731",8
"732",7
"733",2
"734",8
"735",1
"736",6
"737",20
"738",0
"739",11
"740",25
"741",5
"742",1
"743",11
"744",0
"745",10
"746",0
"747",8
"748",1
"749",8
"750",13
"751",12
"752",5
"753",2
"754",2
"755",4
"756",10
"757",9
"758",0
"759",7
"760",3
"761",10
"762",9
"763",2
"764",4
"765",15
"766",1
"767",23
"768",12
"769",14
"770",12
"771",0
"772",0
"773",9
"774",0
"775",10
"776",12
"777",7
"778",6
"779",16
"780",3
"781",9
"782",5
"783",6
"784",10
"785",11
"786",3
"787",10
"788",3
"789",2
"790",10
"791",4
"792",10
"793",26
"794",18
"795",0
"796",0
"797",6
"798",4
"799",7
"800",9
"801",5
"802",1
"803",4
"804",6
"805",11
"806",2
"807",9
"808",1
"809",24
"810",2
"811",8
"812",12
"813",23
"814",11
"815",9
"816",0
"817",0
"818",8
"819",14
"820",12
"821",11
"822",0
"823",2
"824",1
"825",7
"826",12
"827",2
"828",0
"829",8
"830",6
"831",3
"832",0
"833",13
"834",6
"835",1
"836",7
"837",8
"838",2
"839",1
"840",4
"841",12
"842",12
"843",4
"844",9
"845",9
"846",14
"847",12
"848",9
"849",15
"850",3
"851",5
"852",4
"853",10
"854",2
"855",0
"856",16
"857",11
"858",4
"859",11
"860",0
"861",1
"862",0
"863",1
"864",9
"865",1
"866",1
"867",5
"868",10
"869",4
"870",3
"871",8
"872",5
"873",5
"874",10
"875",3
"876",16
"877",8
"878",10
"879",3
"880",7
"881",6
"882",0
"883",16
"884",2
"885",7
"886",0
"887",8
"888",8
"889",2
"890",7
"891",14
"892",9
"893",21
"894",17
"895",6
"896",1
"897",10
"898",9
"899",11
"900",14
"901",0
"902",11
"903",3
"904",14
"905",0
"906",9
"907",0
"908",0
"909",18
"910",0
"911",3
"912",30
"913",5
"914",4
"915",2
"916",27
"917",10
"918",4
"919",22
"920",4
"921",9
"922",2
"923",6
"924",0
"925",0
"926",14
"927",7
"928",7
"929",7
"930",5
"931",25
"932",1
"933",9
"934",3
"935",1
"936",11
"937",4
"938",1
"939",2
"940",4
"941",0
"942",8
"943",2
"944",3
"945",5
"946",0
"947",3
"948",1
"949",5
"950",10
"951",1
"952",0
"953",1
"954",12
"955",13
"956",1
"957",0
"958",1
"959",5
"960",6
"961",3
"962",7
"963",11
"964",6
"965",8
"966",9
"967",0
"968",5
"969",17
"970",9
"971",8
"972",10
"973",8
"974",13
"975",9
"976",4
"977",5
"978",6
"979",26
"980",16
"981",1
"982",0
"983",3
"984",6
"985",0
"986",22
"987",7
"988",9
"989",11
"990",21
"991",2
"992",1
"993",1
"994",2
"995",1
"996",11
"997",13
"998",11
"999",11
"1000",12
"1001",0
"1002",1
"1003",4
"1004",0
"1005",0
"1006",5
"1007",10
"1008",4
"1009",6
"1010",7
"1011",5
"1012",2
"1013",2
"1014",0
"1015",6
"1016",6
"1017",7
"1018",9
"1019",8
"1020",1
"1021",0
"1022",0
"1023",2
"1024",7
"1025",5
"1026",6
"1027",2
"1028",1
"1029",12
"1030",1
"1031",8
"1032",2
"1033",10
"1034",4
"1035",1
"1036",9
"1037",1
"1038",8
"1039",14
"1040",18
"1041",7
"1042",6
"1043",0
"1044",1
"1045",0
"1046",7
"1047",3
"1048",0
"1049",3
"1050",5
"1051",1
"1052",5
"1053",0
"1054",4
"1055",1
"1056",3
"1057",6
"1058",9
"1059",0
"1060",15
"1061",1
"1062",21
"1063",0
"1064",8
"1065",18
"1066",6
"1067",14
"1068",0
"1069",1
"1070",10
"1071",10
"1072",22
"1073",8
"1074",2
"1075",2
"1076",6
"1077",11
"1078",25
"1079",9
"1080",16
"1081",5
"1082",1
"1083",0
"1084",23
"1085",9
"1086",13
"1087",8
"1088",1
"1089",8
"1090",8
"1091",0
"1092",24
"1093",2
"1094",2
"1095",1
"1096",1
"1097",3
"1098",3
"1099",6
"1100",0
"1101",18
"1102",5
"1103",8
"1104",17
"1105",2
"1106",9
"1107",6
"1108",7
"1109",13
"1110",0
"1111",24
"1112",3
"1113",6
"1114",1
"1115",0
"1116",6
"1117",9
"1118",3
"1119",7
"1120",7
"1121",8
"1122",20
"1123",3
"1124",3
"1125",7
"1126",9
"1127",1
"1128",10
"1129",13
"1130",4
"1131",8
"1132",0
"1133",20
"1134",23
"1135",1
"1136",10
"1137",14
"1138",9
"1139",13
"1140",3
"1141",7
"1142",8
"1143",19
"1144",17
"1145",16
"1146",10
"1147",0
"1148",12
"1149",0
"1150",4
"1151",8
"1152",6
"1153",13
"1154",10
"1155",10
"1156",7
"1157",19
"1158",2
"1159",5
"1160",7
"1161",6
"1162",9
"1163",1
"1164",2
"1165",16
"1166",0
"1167",11
"1168",16
"1169",1
"1170",4
"1171",0
"1172",1
"1173",2
"1174",1
"1175",1
"1176",0
"1177",19
"1178",0
"1179",1
"1180",16
"1181",16
"1182",3
"1183",0
"1184",0
"1185",18
"1186",15
"1187",2
"1188",5
"1189",2
"1190",4
"1191",0
"1192",8
"1193",13
"1194",6
"1195",2
"1196",4
"1197",7
"1198",3
"1199",2
"1200",20
"1201",1
"1202",16
"1203",0
"1204",12
"1205",2
"1206",1
"1207",0
"1208",22
"1209",7
"1210",15
"1211",15
"1212",7
"1213",1
"1214",7
"1215",3
"1216",5
"1217",6
"1218",12
"1219",0
"1220",7
"1221",8
"1222",0
"1223",0
"1224",6
"1225",6
"1226",25
"1227",3
"1228",3
"1229",24
"1230",0
"1231",23
"1232",23
"1233",13
"1234",0
"1235",5
"1236",1
"1237",7
"1238",12
"1239",2
"1240",0
"1241",19
"1242",15
"1243",4
"1244",24
"1245",10
"1246",6
"1247",5
"1248",0
"1249",14
"1250",0
"1251",0
"1252",7
"1253",13
"1254",8
"1255",4
"1256",9
"1257",1
"1258",1
"1259",0
"1260",24
"1261",18
"1262",2
"1263",9
"1264",8
"1265",7
"1266",19
"1267",11
"1268",4
"1269",4
"1270",1
"1271",0
"1272",6
"1273",5
"1274",7
"1275",2
"1276",13
"1277",8
"1278",8
"1279",2
"1280",1
"1281",5
"1282",2
"1283",10
"1284",11
"1285",0
"1286",2
"1287",16
"1288",14
"1289",6
"1290",9
"1291",2
"1292",17
"1293",0
"1294",24
"1295",12
"1296",13
"1297",2
"1298",11
"1299",6
"1300",19
"1301",0
"1302",10
"1303",0
"1304",5
"1305",7
"1306",21
"1307",14
"1308",1
"1309",3
"1310",1
"1311",1
"1312",9
"1313",10
"1314",5
"1315",0
"1316",22
"1317",28
"1318",0
"1319",1
"1320",4
"1321",2
"1322",7
"1323",8
"1324",3
"1325",4
"1326",4
"1327",15
"1328",23
"1329",24
"1330",0
"1331",0
"1332",6
"1333",12
"1334",8
"1335",3
"1336",9
"1337",7
"1338",2
"1339",11
"1340",1
"1341",0
"1342",2
"1343",28
"1344",10
"1345",20
"1346",12
"1347",4
"1348",10
"1349",1
"1350",11
"1351",3
"1352",16
"1353",13
"1354",0
"1355",1
"1356",3
"1357",3
"1358",14
"1359",4
"1360",8
"1361",13
"1362",2
"1363",4
"1364",11
"1365",7
"1366",10
"1367",13
"1368",17
"1369",7
"1370",0
"1371",3
"1372",5
"1373",6
"1374",13
"1375",6
"1376",23
"1377",17
"1378",18
"1379",2
"1380",1
"1381",4
"1382",0
"1383",14
"1384",2
"1385",6
"1386",13
"1387",18
"1388",2
"1389",13
"1390",0
"1391",11
"1392",12
"1393",20
"1394",25
"1395",2
"1396",1
"1397",7
"1398",0
"1399",2
"1400",0
"1401",10
"1402",11
"1403",11
"1404",0
"1405",2
"1406",9
"1407",6
"1408",7
"1409",1
"1410",0
"1411",13
"1412",4
"1413",0
"1414",5
"1415",4
"1416",10
"1417",9
"1418",11
"1419",2
"1420",5
"1421",3
"1422",5
"1423",4
"1424",4
"1425",10
"1426",13
"1427",2
"1428",6
"1429",17
"1430",12
"1431",1
"1432",11
"1433",10
"1434",12
"1435",7
"1436",2
"1437",2
"1438",2
"1439",0
"1440",5
"1441",2
"1442",8
"1443",8
"1444",12
"1445",9
"1446",5
"1447",0
"1448",19
"1449",5
"1450",0
"1451",1
"1452",1
"1453",2
"1454",10
"1455",1
"1456",15
"1457",0
"1458",6
"1459",5
"1460",5
"1461",3
"1462",12
"1463",5
"1464",18
"1465",14
"1466",29
"1467",10
"1468",2
"1469",4
"1470",10
"1471",10
"1472",3
"1473",16
"1474",0
"1475",6
"1476",5
"1477",18
"1478",7
"1479",2
"1480",5
"1481",11
"1482",9
"1483",1
"1484",5
"1485",8
"1486",4
"1487",4
"1488",2
"1489",9
"1490",0
"1491",5
"1492",1
"1493",0
"1494",10
"1495",8
"1496",5
"1497",7
"1498",1
"1499",15
"1500",0
"1501",11
"1502",1
"1503",10
"1504",8
"1505",1
"1506",10
"1507",9
"1508",4
"1509",1
"1510",1
"1511",25
"1512",7
"1513",6
"1514",0
"1515",4
"1516",3
"1517",3
"1518",4
"1519",6
"1520",5
"1521",19
"1522",10
"1523",1
"1524",11
"1525",8
"1526",4
"1527",6
"1528",0
"1529",17
"1530",1
"1531",2
"1532",0
"1533",12
"1534",10
"1535",1
"1536",5
"1537",2
"1538",7
"1539",10
"1540",7
"1541",3
"1542",1
"1543",19
"1544",5
"1545",16
"1546",0
"1547",1
"1548",11
"1549",12
"1550",5
"1551",21
"1552",20
"1553",0
"1554",10
"1555",3
"1556",2
"1557",6
"1558",15
"1559",8
"1560",10
"1561",1
"1562",13
"1563",7
"1564",1
"1565",3
"1566",4
"1567",6
"1568",4
"1569",7
"1570",0
"1571",12
"1572",6
"1573",3
"1574",2
"1575",0
"1576",3
"1577",3
"1578",0
"1579",6
"1580",1
"1581",4
"1582",2
"1583",14
"1584",12
"1585",0
"1586",7
"1587",24
"1588",2
"1589",8
"1590",22
"1591",3
"1592",1
"1593",2
"1594",4
"1595",0
"1596",7
"1597",27
"1598",16
"1599",9
"1600",0
"1601",4
"1602",10
"1603",3
"1604",0
"1605",3
"1606",6
"1607",9
"1608",5
"1609",8
"1610",10
"1611",12
"1612",8
"1613",4
"1614",17
"1615",12
"1616",2
"1617",12
"1618",14
"1619",6
"1620",1
"1621",6
"1622",2
"1623",19
"1624",9
"1625",0
"1626",17
"1627",5
"1628",5
"1629",3
"1630",6
"1631",0
"1632",1
"1633",0
"1634",2
"1635",11
"1636",12
"1637",3
"1638",9
"1639",9
"1640",6
"1641",8
"1642",2
"1643",6
"1644",1
"1645",6
"1646",8
"1647",2
"1648",0
"1649",5
"1650",4
"1651",7
"1652",7
"1653",9
"1654",0
"1655",2
"1656",21
"1657",4
"1658",2
"1659",7
"1660",2
"1661",15
"1662",2
"1663",9
"1664",25
"1665",13
"1666",23
"1667",13
"1668",16
"1669",3
"1670",12
"1671",10
"1672",15
"1673",18
"1674",1
"1675",20
"1676",0
"1677",25
"1678",6
"1679",21
"1680",2
"1681",3
"1682",5
"1683",1
"1684",22
"1685",14
"1686",3
"1687",4
"1688",9
"1689",11
"1690",1
"1691",8
"1692",0
"1693",7
"1694",4
"1695",10
"1696",12
"1697",14
"1698",6
"1699",14
"1700",7
"1701",7
"1702",28
"1703",10
"1704",11
"1705",1
"1706",6
"1707",8
"1708",4
"1709",5
"1710",14
"1711",12
"1712",13
"1713",2
"1714",6
"1715",0
"1716",13
"1717",13
"1718",7
"1719",2
"1720",6
"1721",10
"1722",6
"1723",11
"1724",1
"1725",8
"1726",8
"1727",2
"1728",12
"1729",12
"1730",10
"1731",3
"1732",12
"1733",15
"1734",19
"1735",15
"1736",5
"1737",0
"1738",5
"1739",17
"1740",7
"1741",13
"1742",1
"1743",10
"1744",9
"1745",8
"1746",1
"1747",9
"1748",17
"1749",5
"1750",10
"1751",9
"1752",0
"1753",6
"1754",4
"1755",1
"1756",19
"1757",12
"1758",10
"1759",5
"1760",4
"1761",4
"1762",4
"1763",0
"1764",1
"1765",1
"1766",7
"1767",14
"1768",5
"1769",24
"1770",0
"1771",11
"1772",28
"1773",0
"1774",7
"1775",1
"1776",11
"1777",13
"1778",19
"1779",8
"1780",19
"1781",4
"1782",10
"1783",1
"1784",11
"1785",0
"1786",14
"1787",0
"1788",11
"1789",7
"1790",0
"1791",0
"1792",0
"1793",2
"1794",22
"1795",10
"1796",12
"1797",9
"1798",0
"1799",20
"1800",4
"1801",1
"1802",18
"1803",3
"1804",2
"1805",5
"1806",2
"1807",8
"1808",10
"1809",5
"1810",1
"1811",0
"1812",12
"1813",9
"1814",5
"1815",4
"1816",12
"1817",6
"1818",8
"1819",9
"1820",4
"1821",14
"1822",5
"1823",5
"1824",2
"1825",8
"1826",11
"1827",1
"1828",0
"1829",10
"1830",17
"1831",1
"1832",11
"1833",21
"1834",14
"1835",6
"1836",6
"1837",6
"1838",7
"1839",5
"1840",0
"1841",5
"1842",19
"1843",0
"1844",16
"1845",12
"1846",10
"1847",11
"1848",12
"1849",30
"1850",16
"1851",0
"1852",1
"1853",21
"1854",3
"1855",16
"1856",0
"1857",4
"1858",5
"1859",1
"1860",3
"1861",3
"1862",9
"1863",7
"1864",3
"1865",11
"1866",3
"1867",10
"1868",14
"1869",4
"1870",16
"1871",7
"1872",1
"1873",10
"1874",0
"1875",0
"1876",7
"1877",12
"1878",0
"1879",11
"1880",9
"1881",6
"1882",5
"1883",1
"1884",1
"1885",1
"1886",11
"1887",5
"1888",11
"1889",1
"1890",4
"1891",0
"1892",17
"1893",6
"1894",18
"1895",9
"1896",15
"1897",7
"1898",7
"1899",28
"1900",1
"1901",1
"1902",8
"1903",6
"1904",2
"1905",6
"1906",3
"1907",6
"1908",15
"1909",2
"1910",2
"1911",17
"1912",5
"1913",1
"1914",5
"1915",1
"1916",1
"1917",12
"1918",17
"1919",5
"1920",11
"1921",12
"1922",1
"1923",18
"1924",6
"1925",3
"1926",3
"1927",1
"1928",0
"1929",10
"1930",3
"1931",0
"1932",7
"1933",4
"1934",0
"1935",5
"1936",12
"1937",1
"1938",4
"1939",3
"1940",0
"1941",0
"1942",0
"1943",2
"1944",3
"1945",12
"1946",8
"1947",10
"1948",16
"1949",4
"1950",0
"1951",9
"1952",6
"1953",12
"1954",16
"1955",1
"1956",2
"1957",8
"1958",11
"1959",16
"1960",1
"1961",7
"1962",14
"1963",2
"1964",2
"1965",0
"1966",16
"1967",0
"1968",1
"1969",4
"1970",3
"1971",1
"1972",15
"1973",3
"1974",2
"1975",5
"1976",3
"1977",1
"1978",0
"1979",2
"1980",2
"1981",4
"1982",2
"1983",7
"1984",13
"1985",0
"1986",8
"1987",9
"1988",9
"1989",19
"1990",20
"1991",8
"1992",14
"1993",17
"1994",5
"1995",4
"1996",6
"1997",0
"1998",16
"1999",12
"2000",28
"2001",29
"2002",0
"2003",8
"2004",13
"2005",13
"2006",9
"2007",1
"2008",3
"2009",2
"2010",8
"2011",10
"2012",21
"2013",1
"2014",20
"2015",5
"2016",5
"2017",1
"2018",5
"2019",8
"2020",3
"2021",2
"2022",4
"2023",6
"2024",5
"2025",10
"2026",2
"2027",2
"2028",1
"2029",1
"2030",9
"2031",1
"2032",15
"2033",16
"2034",11
"2035",1
"2036",0
"2037",0
"2038",9
"2039",18
"2040",3
"2041",10
"2042",21
"2043",0
"2044",2
"2045",3
"2046",2
"2047",11
"2048",10
"2049",12
"2050",14
"2051",21
"2052",0
"2053",2
"2054",5
"2055",1
"2056",3
"2057",2
"2058",2
"2059",11
"2060",1
"2061",14
"2062",12
"2063",13
"2064",10
"2065",0
"2066",7
"2067",13
"2068",17
"2069",0
"2070",0
"2071",1
"2072",10
"2073",0
"2074",25
"2075",1
"2076",6
"2077",5
"2078",6
"2079",5
"2080",8
"2081",5
"2082",9
"2083",4
"2084",1
"2085",8
"2086",2
"2087",1
"2088",4
"2089",20
"2090",1
"2091",11
"2092",1
"2093",1
"2094",8
"2095",10
"2096",11
"2097",4
"2098",20
"2099",3
"2100",13
"2101",17
"2102",8
"2103",2
"2104",9
"2105",0
"2106",8
"2107",0
"2108",6
"2109",4
"2110",0
"2111",1
"2112",21
"2113",0
"2114",7
"2115",10
"2116",8
"2117",3
"2118",15
"2119",3
"2120",1
"2121",2
"2122",6
"2123",4
"2124",3
"2125",7
"2126",10
"2127",10
"2128",8
"2129",0
"2130",3
"2131",1
"2132",14
"2133",0
"2134",9
"2135",2
"2136",0
"2137",0
"2138",0
"2139",3
"2140",1
"2141",2
"2142",6
"2143",8
"2144",9
"2145",1
"2146",0
"2147",7
"2148",15
"2149",5
"2150",0
"2151",1
"2152",4
"2153",6
"2154",0
"2155",8
"2156",4
"2157",17
"2158",0
"2159",0
"2160",11
"2161",7
"2162",19
"2163",2
"2164",0
"2165",2
"2166",15
"2167",11
"2168",0
"2169",8
"2170",5
"2171",3
"2172",1
"2173",2
"2174",4
"2175",2
"2176",12
"2177",4
"2178",12
"2179",6
"2180",6
"2181",6
"2182",10
"2183",11
"2184",14
"2185",0
"2186",4
"2187",2
"2188",11
"2189",9
"2190",23
"2191",10
"2192",1
"2193",9
"2194",5
"2195",11
"2196",7
"2197",10
"2198",1
"2199",0
"2200",8
"2201",1
"2202",7
"2203",6
"2204",3
"2205",6
"2206",2
"2207",12
"2208",3
"2209",0
"2210",4
"2211",10
"2212",0
"2213",2
"2214",7
"2215",6
"2216",7
"2217",7
"2218",0
"2219",9
"2220",15
"2221",7
"2222",6
"2223",14
"2224",1
"2225",3
"2226",11
"2227",2
"2228",2
"2229",7
"2230",1
"2231",2
"2232",15
"2233",14
"2234",9
"2235",11
"2236",1
"2237",7
"2238",2
"2239",0
"2240",20
"2241",8
"2242",4
"2243",9
"2244",1
"2245",11
"2246",8
"2247",4
"2248",28
"2249",11
"2250",17
"2251",4
"2252",12
"2253",9
"2254",0
"2255",1
"2256",8
"2257",10
"2258",14
"2259",10
"2260",3
"2261",5
"2262",11
"2263",1
"2264",3
"2265",4
"2266",0
"2267",5
"2268",3
"2269",8
"2270",10
"2271",0
"2272",2
"2273",11
"2274",11
"2275",11
"2276",5
"2277",7
"2278",13
"2279",13
"2280",9
"2281",9
"2282",22
"2283",6
"2284",28
"2285",3
"2286",12
"2287",9
"2288",4
"2289",2
"2290",8
"2291",5
"2292",3
"2293",6
"2294",5
"2295",1
"2296",13
"2297",10
"2298",17
"2299",5
"2300",2
"2301",5
"2302",5
"2303",0
"2304",13
"2305",3
"2306",11
"2307",10
"2308",3
"2309",3
"2310",6
"2311",6
"2312",2
"2313",5
"2314",0
"2315",14
"2316",5
"2317",21
"2318",11
"2319",4
"2320",3
"2321",9
"2322",4
"2323",0
"2324",13
"2325",0
"2326",21
"2327",8
"2328",1
"2329",5
"2330",6
"2331",2
"2332",11
"2333",10
"2334",12
"2335",22
"2336",0
"2337",10
"2338",9
"2339",1
"2340",17
"2341",17
"2342",28
"2343",3
"2344",16
"2345",10
"2346",2
"2347",18
"2348",5
"2349",2
"2350",7
"2351",7
"2352",8
"2353",19
"2354",17
"2355",4
"2356",13
"2357",2
"2358",6
"2359",9
"2360",10
"2361",12
"2362",19
"2363",17
"2364",10
"2365",3
"2366",6
"2367",14
"2368",0
"2369",5
"2370",0
"2371",8
"2372",5
"2373",3
"2374",3
"2375",13
"2376",16
"2377",11
"2378",6
"2379",11
"2380",8
"2381",9
"2382",7
"2383",3
"2384",3
"2385",13
"2386",9
"2387",13
"2388",25
"2389",21
"2390",10
"2391",19
"2392",4
"2393",17
"2394",10
"2395",13
"2396",9
"2397",2
"2398",11
"2399",0
"2400",6
"2401",2
"2402",17
"2403",4
"2404",0
"2405",1
"2406",23
"2407",6
"2408",3
"2409",3
"2410",14
"2411",0
"2412",4
"2413",6
"2414",14
"2415",6
"2416",0
"2417",5
"2418",22
"2419",4
"2420",16
"2421",17
"2422",8
"2423",2
"2424",5
"2425",13
"2426",8
"2427",11
"2428",1
"2429",20
"2430",0
"2431",6
"2432",7
"2433",8
"2434",8
"2435",11
"2436",9
"2437",6
"2438",7
"2439",4
"2440",1
"2441",20
"2442",10
"2443",5
"2444",11
"2445",6
"2446",13
"2447",12
"2448",2
"2449",12
"2450",8
"2451",10
"2452",9
"2453",7
"2454",4
"2455",2
"2456",8
"2457",5
"2458",4
"2459",0
"2460",7
"2461",17
"2462",11
"2463",15
"2464",0
"2465",16
"2466",2
"2467",1
"2468",11
"2469",3
"2470",11
"2471",7
"2472",3
"2473",1
"2474",10
"2475",5
"2476",1
"2477",2
"2478",1
"2479",14
"2480",8
"2481",3
"2482",0
"2483",0
"2484",0
"2485",2
"2486",3
"2487",15
"2488",4
"2489",6
"2490",5
"2491",1
"2492",0
"2493",15
"2494",1
"2495",7
"2496",16
"2497",16
"2498",0
