"","x"
"268",15
"269",15
"270",2
"271",14
"272",30
"273",23
"274",13
"275",9
"276",15
"277",3
"278",22
"279",20
"280",29
"281",12
"282",1
"283",11
"284",2
"285",4
"286",15
"287",13
"288",13
"289",15
"290",12
"291",9
"292",8
"293",0
"294",12
"295",18
"296",14
"297",9
"298",6
"299",24
"300",5
"301",13
"302",12
"303",9
"304",16
"305",10
"306",15
"307",11
"308",21
"309",14
"310",18
"311",20
"312",14
"313",10
"314",14
"315",16
"316",23
"317",4
"318",22
"319",0
"320",15
"321",14
"322",14
"323",23
"324",3
"325",10
"326",29
"327",2
"328",20
"329",4
"330",10
"331",8
"332",17
"333",12
"334",11
"335",9
"336",16
"337",30
"338",0
"339",13
"340",6
"341",26
"342",15
"343",18
"344",13
"345",14
"346",1
"347",11
"348",14
"349",9
"350",19
"351",3
"352",27
"353",19
"354",15
"355",17
"356",29
"357",18
"358",7
"359",20
"360",22
"361",9
"362",12
"363",14
"364",3
"365",11
"366",0
"367",29
"368",7
"369",18
"370",11
"371",6
"372",2
"373",8
"374",0
"375",3
"376",12
"377",15
"378",17
"379",12
"380",2
"381",17
"382",10
"383",14
"384",30
"385",13
"386",26
"387",14
"388",7
"389",12
"390",20
"391",2
"392",15
"393",22
"394",21
"395",14
"396",10
"397",8
"398",17
"399",18
"400",5
"401",12
"402",10
"403",22
"404",13
"405",30
"406",10
"407",30
"408",21
"409",19
"410",6
"411",0
"412",4
"413",12
"414",13
"415",23
"416",18
"417",16
"418",30
"419",4
"420",13
"421",12
"422",17
"423",26
"424",29
"425",10
"426",27
"427",15
"428",28
"429",19
"430",27
"431",0
"432",12
"433",2
"434",11
"435",16
"436",11
"437",12
"438",30
"439",9
"440",8
"441",13
"442",19
"443",8
"444",10
"445",13
"446",25
"447",17
"448",12
"449",18
"450",1
"451",10
"452",11
"453",13
"454",20
"455",12
"456",8
"457",29
"458",2
"459",10
"460",18
"461",12
"462",13
"463",13
"464",16
"465",30
"466",17
"467",21
"468",4
"469",13
"470",13
"471",8
"472",14
"473",13
"474",5
"475",6
"476",7
"477",28
"478",12
"479",6
"480",16
"481",15
"482",16
"483",3
"484",11
"485",15
"486",20
"487",8
"488",1
"489",11
"490",10
"491",19
"492",16
"493",19
"494",19
"495",6
"496",28
"497",22
"498",12
"499",5
"500",22
"501",29
"502",5
"503",25
"504",29
"505",15
"506",12
"507",17
"508",19
"509",14
"510",13
"511",3
"512",16
"513",22
"514",10
"515",11
"516",19
"517",17
"518",3
"519",16
"520",18
"521",3
"522",19
"523",11
"524",13
"525",17
"526",12
"527",28
"528",15
"529",30
"530",5
"531",9
"532",25
"533",18
"534",16
"535",4
"536",6
"537",3
"538",20
"539",7
"540",8
"541",10
"542",30
"543",7
"544",0
"545",9
"546",14
"547",20
"548",11
"549",11
"550",15
"551",2
"552",4
"553",17
"554",19
"555",0
"556",11
"557",13
"558",30
"559",22
"560",9
"561",19
"562",19
"563",18
"564",21
"565",17
"566",5
"567",29
"568",9
"569",12
"570",14
"571",22
"572",13
"573",12
"574",2
"575",13
"576",16
"577",9
"578",16
"579",16
"580",15
"581",4
"582",0
"583",30
"584",1
"585",9
"586",14
"587",12
"588",4
"589",17
"590",1
"591",10
"592",20
"593",12
"594",0
"595",0
"596",10
"597",17
"598",19
"599",6
"600",3
"601",13
"602",2
"603",10
"604",9
"605",10
"606",16
"607",1
"608",22
"609",4
"610",1
"611",1
"612",20
"613",22
"614",1
"615",17
"616",30
"617",12
"618",0
"619",4
"620",21
"621",22
"622",12
"623",9
"624",9
"625",5
"626",3
"627",12
"628",14
"629",6
"630",6
"631",10
"632",17
"633",14
"634",15
"635",12
"636",11
"637",16
"638",8
"639",29
"640",0
"641",11
"642",6
"643",10
"644",1
"645",12
"646",5
"647",12
"648",17
"649",8
"650",12
"651",12
"652",22
"653",17
"654",18
"655",7
"656",4
"657",1
"658",11
"659",10
"660",16
"661",10
"662",14
"663",4
"664",30
"665",30
"666",18
"667",15
"668",14
"669",26
"670",13
"671",2
"672",16
"673",29
"674",16
"675",1
"676",19
"677",12
"678",27
"679",17
"680",10
"681",7
"682",4
"683",10
"684",10
"685",27
"686",14
"687",15
"688",8
"689",14
"690",9
"691",3
"692",13
"693",24
"694",21
"695",13
"696",12
"697",11
"698",2
"699",11
"700",3
"701",10
"702",15
"703",3
"704",1
"705",9
"706",22
"707",16
"708",10
"709",13
"710",7
"711",7
"712",6
"713",12
"714",10
"715",18
"716",11
"717",26
"718",15
"719",21
"720",14
"721",13
"722",14
"723",4
"724",19
"725",7
"726",12
"727",2
"728",30
"729",30
"730",13
"731",4
"732",16
"733",17
"734",10
"735",0
"736",19
"737",3
"738",21
"739",9
"740",16
"741",11
"742",5
"743",3
"744",2
"745",1
"746",4
"747",15
"748",13
"749",9
"750",30
"751",2
"752",27
"753",15
"754",16
"755",8
"756",16
"757",15
"758",28
"759",25
"760",16
"761",12
"762",12
"763",24
"764",23
"765",17
"766",12
"767",12
"768",1
"769",15
"770",16
"771",3
"772",12
"773",11
"774",11
"775",28
"776",12
"777",20
"778",1
"779",13
"780",10
"781",30
"782",9
"783",8
"784",13
"785",17
"786",9
"787",9
"788",24
"789",3
"790",14
"791",2
"792",12
"793",1
"794",19
"795",5
"796",19
"797",4
"798",1
"799",3
"800",20
"801",1
"802",25
"803",11
"804",7
"805",11
"806",12
"807",20
"808",16
"809",3
"810",0
"811",0
"812",7
"813",17
"814",30
"815",12
"816",16
"817",2
"818",6
"819",25
"820",20
"821",11
"822",10
"823",7
"824",15
"825",9
"826",7
"827",18
"828",13
"829",17
"830",19
"831",7
"832",11
"833",12
"834",14
"835",9
"836",11
"837",10
"838",14
"839",21
"840",25
"841",2
"842",10
"843",20
"844",17
"845",11
"846",4
"847",11
"848",23
"849",6
"850",11
"851",10
"852",21
"853",9
"854",27
"855",13
"856",15
"857",18
"858",20
"859",16
"860",7
"861",23
"862",9
"863",5
"864",4
"865",10
"866",11
"867",14
"868",14
"869",11
"870",21
"871",27
"872",8
"873",0
"874",9
"875",8
"876",1
"877",12
"878",8
"879",10
"880",11
"881",8
"882",28
"883",10
"884",29
"885",9
"886",1
"887",12
"888",4
"889",30
"890",15
"891",0
"892",5
"893",0
"894",30
"895",12
"896",6
"897",0
"898",30
"899",21
"900",14
"901",5
"902",18
"903",1
"904",29
"905",13
"906",0
"907",15
"908",15
"909",12
"910",30
"911",13
"912",28
"913",12
"914",18
"915",9
"916",24
"917",29
"918",27
"919",18
"920",15
"921",5
"922",11
"923",25
"924",18
"925",11
"926",18
"927",8
"928",13
"929",2
"930",17
"931",30
"932",14
"933",10
"934",30
"935",7
"936",13
"937",9
"938",13
"939",2
"940",11
"941",6
"942",4
"943",5
"944",1
"945",1
"946",16
"947",6
"948",0
"949",10
"950",5
"951",8
"952",21
"953",11
"954",7
"955",0
"956",2
"957",24
"958",20
"959",0
"960",3
"961",1
"962",2
"963",17
"964",18
"965",3
"966",22
"967",3
"968",27
"969",13
"970",21
"971",8
"972",26
"973",2
"974",15
"975",10
"976",8
"977",15
"978",14
"979",22
"980",17
"981",18
"982",11
"983",14
"984",11
"985",1
"986",14
"987",1
"988",18
"989",2
"990",13
"991",17
"992",22
"993",13
"994",8
"995",10
"996",17
"997",17
"998",10
"999",12
"1000",6
"1001",2
"1002",15
"1003",3
"1004",2
"1005",6
"1006",17
"1007",4
"1008",4
"1009",3
"1010",2
"1011",27
"1012",5
"1013",20
"1014",2
"1015",16
"1016",18
"1017",18
"1018",9
"1019",9
"1020",10
"1021",19
"1022",15
"1023",11
"1024",17
"1025",14
"1026",8
"1027",5
"1028",6
"1029",14
"1030",5
"1031",13
"1032",5
"1033",13
"1034",12
"1035",9
"1036",13
"1037",12
"1038",16
"1039",26
"1040",7
"1041",3
"1042",12
"1043",9
"1044",16
"1045",15
"1046",13
"1047",11
"1048",11
"1049",21
"1050",14
"1051",11
"1052",2
"1053",16
"1054",11
"1055",6
"1056",11
"1057",21
"1058",1
"1059",1
"1060",14
"1061",11
"1062",9
"1063",14
"1064",14
"1065",15
"1066",1
"1067",9
"1068",20
"1069",4
"1070",11
"1071",11
"1072",8
"1073",17
"1074",28
"1075",1
"1076",15
"1077",11
"1078",7
"1079",7
"1080",15
"1081",12
"1082",7
"1083",29
"1084",2
"1085",10
"1086",22
"1087",16
"1088",14
"1089",6
"1090",6
"1091",4
"1092",8
"1093",7
"1094",14
"1095",14
"1096",22
"1097",17
"1098",7
"1099",7
"1100",13
"1101",6
"1102",2
"1103",13
"1104",16
"1105",29
"1106",20
"1107",9
"1108",4
"1109",9
"1110",1
"1111",15
"1112",0
"1113",11
"1114",3
"1115",13
"1116",13
"1117",5
"1118",12
"1119",7
"1120",22
"1121",18
"1122",25
"1123",19
"1124",18
"1125",21
"1126",25
"1127",17
"1128",7
"1129",14
"1130",4
"1131",8
"1132",30
"1133",25
"1134",5
"1135",15
"1136",12
"1137",16
"1138",18
"1139",27
"1140",18
"1141",19
"1142",12
"1143",29
"1144",19
"1145",21
"1146",7
"1147",0
"1148",24
"1149",7
"1150",6
"1151",29
"1152",12
"1153",8
"1154",21
"1155",29
"1156",16
"1157",27
"1158",5
"1159",16
"1160",16
"1161",5
"1162",27
"1163",10
"1164",11
"1165",13
"1166",2
"1167",20
"1168",30
"1169",17
"1170",10
"1171",21
"1172",4
"1173",3
"1174",17
"1175",11
"1176",14
"1177",4
"1178",26
"1179",6
"1180",29
"1181",13
"1182",19
"1183",22
"1184",3
"1185",19
"1186",17
"1187",13
"1188",14
"1189",15
"1190",1
"1191",3
"1192",30
"1193",15
"1194",19
"1195",5
"1196",24
"1197",29
"1198",17
"1199",16
"1200",0
"1201",17
"1202",30
"1203",16
"1204",11
"1205",13
"1206",4
"1207",15
"1208",1
"1209",22
"1210",13
"1211",18
"1212",21
"1213",16
"1214",7
"1215",28
"1216",17
"1217",8
"1218",14
"1219",14
"1220",15
"1221",2
"1222",9
"1223",11
"1224",22
"1225",10
"1226",1
"1227",2
"1228",8
"1229",16
"1230",2
"1231",10
"1232",11
"1233",0
"1234",5
"1235",16
"1236",6
"1237",6
"1238",17
"1239",26
"1240",29
"1241",16
"1242",27
"1243",12
"1244",20
"1245",2
"1246",25
"1247",14
"1248",4
"1249",1
"1250",19
"1251",6
"1252",17
"1253",11
"1254",28
"1255",13
"1256",22
"1257",9
"1258",14
"1259",15
"1260",0
"1261",4
"1262",6
"1263",1
"1264",16
"1265",8
"1266",0
"1267",16
"1268",12
"1269",15
"1270",8
"1271",15
"1272",30
"1273",30
"1274",30
"1275",3
"1276",26
"1277",10
"1278",12
"1279",3
"1280",5
"1281",13
"1282",18
"1283",14
"1284",29
"1285",1
"1286",28
"1287",9
"1288",21
"1289",14
"1290",0
"1291",5
"1292",8
"1293",10
"1294",5
"1295",28
"1296",19
"1297",25
"1298",10
"1299",15
"1300",0
"1301",5
"1302",11
"1303",1
"1304",20
"1305",27
"1306",12
"1307",22
"1308",0
"1309",12
"1310",11
"1311",15
"1312",12
"1313",5
"1314",13
"1315",25
"1316",15
"1317",2
"1318",14
"1319",29
"1320",17
"1321",3
"1322",16
"1323",4
"1324",15
"1325",19
"1326",7
"1327",13
"1328",21
"1329",1
"1330",0
"1331",10
"1332",5
"1333",12
"1334",15
"1335",0
"1336",11
"1337",11
"1338",13
"1339",10
"1340",29
"1341",30
"1342",14
"1343",21
"1344",4
"1345",4
"1346",19
"1347",3
"1348",12
"1349",18
"1350",20
"1351",13
"1352",26
"1353",10
"1354",13
"1355",0
"1356",8
"1357",12
"1358",13
"1359",4
"1360",12
"1361",15
"1362",0
"1363",27
"1364",24
"1365",16
"1366",0
"1367",3
"1368",14
"1369",21
"1370",19
"1371",12
"1372",21
"1373",16
"1374",13
"1375",13
"1376",12
"1377",11
"1378",10
"1379",15
"1380",3
"1381",20
"1382",16
"1383",12
"1384",16
"1385",10
"1386",19
"1387",10
"1388",11
"1389",16
"1390",13
"1391",0
"1392",8
"1393",15
"1394",3
"1395",7
"1396",13
"1397",18
"1398",11
"1399",21
"1400",1
"1401",10
"1402",3
"1403",14
"1404",9
"1405",10
"1406",29
"1407",16
"1408",8
"1409",18
"1410",9
"1411",15
"1412",15
"1413",22
"1414",12
"1415",7
"1416",2
"1417",8
"1418",14
"1419",11
"1420",12
"1421",18
"1422",22
"1423",28
"1424",14
"1425",14
"1426",30
"1427",7
"1428",15
"1429",0
"1430",17
"1431",10
"1432",15
"1433",11
"1434",15
"1435",16
"1436",14
"1437",17
"1438",0
"1439",15
"1440",29
"1441",16
"1442",17
"1443",14
"1444",2
"1445",1
"1446",0
"1447",17
"1448",5
"1449",18
"1450",3
"1451",14
"1452",13
"1453",10
"1454",27
"1455",18
"1456",30
"1457",11
"1458",6
"1459",30
"1460",8
"1461",11
"1462",14
"1463",16
"1464",13
"1465",11
"1466",6
"1467",16
"1468",30
"1469",7
"1470",12
"1471",19
"1472",13
"1473",9
"1474",5
"1475",4
"1476",18
"1477",28
"1478",29
"1479",30
"1480",9
"1481",12
"1482",7
"1483",8
"1484",8
"1485",11
"1486",11
"1487",10
"1488",17
"1489",4
"1490",12
"1491",10
"1492",4
"1493",14
"1494",5
"1495",12
"1496",17
"1497",18
"1498",13
"1499",16
"1500",22
"1501",22
"1502",16
"1503",12
"1504",11
"1505",19
"1506",5
"1507",10
"1508",13
"1509",16
"1510",18
"1511",4
"1512",12
"1513",15
"1514",5
"1515",10
"1516",20
"1517",17
"1518",11
"1519",17
"1520",15
"1521",11
"1522",16
"1523",1
"1524",16
"1525",18
"1526",12
"1527",9
"1528",19
"1529",3
"1530",23
"1531",17
"1532",19
"1533",12
"1534",4
"1535",29
"1536",14
"1537",20
"1538",9
"1539",14
"1540",12
"1541",13
"1542",21
"1543",11
"1544",27
"1545",1
"1546",15
"1547",5
"1548",12
"1549",16
"1550",12
"1551",19
"1552",30
"1553",10
"1554",27
"1555",9
"1556",10
"1557",0
"1558",6
"1559",23
"1560",11
"1561",16
"1562",8
"1563",30
"1564",9
"1565",14
"1566",17
"1567",23
"1568",8
"1569",5
"1570",12
"1571",5
"1572",0
"1573",13
"1574",30
"1575",15
"1576",30
"1577",5
"1578",18
"1579",15
"1580",0
"1581",6
"1582",15
"1583",29
"1584",3
"1585",2
"1586",7
"1587",17
"1588",16
"1589",14
"1590",12
"1591",4
"1592",5
"1593",13
"1594",4
"1595",13
"1596",30
"1597",10
"1598",10
"1599",4
"1600",3
"1601",9
"1602",9
"1603",8
"1604",16
"1605",18
"1606",6
"1607",8
"1608",30
"1609",6
"1610",9
"1611",28
"1612",10
"1613",16
"1614",11
"1615",4
"1616",16
"1617",12
"1618",9
"1619",29
"1620",29
"1621",7
"1622",12
"1623",0
"1624",18
"1625",13
"1626",11
"1627",27
"1628",12
"1629",11
"1630",3
"1631",1
"1632",2
"1633",29
"1634",0
"1635",12
"1636",14
"1637",14
"1638",29
"1639",15
"1640",12
"1641",12
"1642",14
"1643",26
"1644",7
"1645",4
"1646",15
"1647",14
"1648",14
"1649",30
"1650",3
"1651",22
"1652",17
"1653",22
"1654",7
"1655",19
"1656",22
"1657",20
"1658",16
"1659",11
"1660",14
"1661",13
"1662",1
"1663",18
"1664",16
"1665",19
"1666",6
"1667",1
"1668",3
"1669",0
"1670",2
"1671",4
"1672",29
"1673",16
"1674",23
"1675",23
"1676",11
"1677",10
"1678",18
"1679",21
"1680",10
"1681",15
"1682",16
"1683",1
"1684",0
"1685",7
"1686",10
"1687",9
"1688",3
"1689",1
"1690",13
"1691",18
"1692",13
"1693",6
"1694",9
"1695",20
"1696",16
"1697",27
"1698",5
"1699",1
"1700",19
"1701",18
"1702",6
"1703",18
"1704",11
"1705",9
"1706",4
"1707",10
"1708",17
"1709",23
"1710",4
"1711",13
"1712",14
"1713",30
"1714",17
"1715",17
"1716",15
"1717",4
"1718",12
"1719",11
"1720",17
"1721",15
"1722",6
"1723",30
"1724",15
"1725",14
"1726",15
"1727",6
"1728",14
"1729",14
"1730",30
"1731",17
"1732",10
"1733",26
"1734",12
"1735",15
"1736",9
"1737",11
"1738",18
"1739",16
"1740",5
"1741",0
"1742",0
"1743",11
"1744",28
"1745",7
"1746",13
"1747",12
"1748",9
"1749",15
"1750",4
"1751",13
"1752",15
"1753",17
"1754",6
"1755",11
"1756",19
"1757",10
"1758",14
"1759",0
"1760",12
"1761",15
"1762",16
"1763",16
"1764",9
"1765",16
"1766",15
"1767",5
"1768",18
"1769",18
"1770",0
"1771",18
"1772",27
"1773",18
"1774",12
"1775",6
"1776",16
"1777",12
"1778",21
"1779",17
"1780",11
"1781",0
"1782",21
"1783",21
"1784",9
"1785",28
"1786",19
"1787",21
"1788",27
"1789",4
"1790",16
"1791",1
"1792",29
"1793",9
"1794",0
"1795",14
"1796",16
"1797",10
"1798",10
"1799",19
"1800",15
"1801",9
"1802",15
"1803",8
"1804",8
"1805",11
"1806",14
"1807",17
"1808",11
"1809",4
"1810",11
"1811",5
"1812",14
"1813",10
"1814",14
"1815",14
"1816",22
"1817",23
"1818",10
"1819",9
"1820",10
"1821",24
"1822",9
"1823",24
"1824",5
"1825",9
"1826",13
"1827",6
"1828",1
"1829",15
"1830",27
"1831",11
"1832",13
"1833",2
"1834",14
"1835",7
"1836",12
"1837",30
"1838",17
"1839",2
"1840",13
"1841",29
"1842",23
"1843",15
"1844",3
"1845",14
"1846",15
"1847",4
"1848",13
"1849",0
"1850",30
"1851",18
"1852",6
"1853",12
"1854",11
"1855",9
"1856",5
"1857",3
"1858",21
"1859",19
"1860",12
"1861",4
"1862",7
"1863",8
"1864",1
"1865",4
"1866",10
"1867",12
"1868",15
"1869",2
"1870",29
"1871",23
"1872",3
"1873",11
"1874",0
"1875",18
"1876",12
"1877",12
"1878",20
"1879",7
"1880",0
"1881",11
"1882",11
"1883",14
"1884",12
"1885",18
"1886",26
"1887",7
"1888",30
"1889",12
"1890",6
"1891",17
"1892",14
"1893",22
"1894",10
"1895",14
"1896",10
"1897",12
"1898",13
"1899",8
"1900",1
"1901",14
"1902",21
"1903",8
"1904",3
"1905",9
"1906",19
"1907",8
"1908",27
"1909",11
"1910",10
"1911",12
"1912",7
"1913",19
"1914",12
"1915",10
"1916",7
"1917",19
"1918",10
"1919",10
"1920",11
"1921",12
"1922",11
"1923",17
"1924",18
"1925",15
"1926",2
"1927",12
"1928",7
"1929",17
"1930",16
"1931",14
"1932",10
"1933",6
"1934",28
"1935",9
"1936",3
"1937",22
"1938",7
"1939",15
"1940",13
"1941",28
"1942",16
"1943",16
"1944",12
"1945",16
"1946",18
"1947",12
"1948",12
"1949",29
"1950",2
"1951",12
"1952",16
"1953",16
"1954",5
"1955",20
"1956",17
"1957",7
"1958",19
"1959",9
"1960",14
"1961",9
"1962",15
"1963",27
"1964",17
"1965",0
"1966",3
"1967",0
"1968",19
"1969",7
"1970",30
"1971",9
"1972",4
"1973",2
"1974",19
"1975",23
"1976",30
"1977",13
"1978",12
"1979",9
"1980",12
"1981",5
"1982",4
"1983",18
"1984",17
"1985",4
"1986",0
"1987",9
"1988",30
"1989",12
"1990",4
"1991",11
"1992",25
"1993",0
"1994",3
"1995",3
"1996",30
"1997",30
"1998",16
"1999",12
"2000",16
"2001",23
"2002",10
"2003",20
"2004",12
"2005",12
"2006",22
"2007",29
"2008",22
"2009",14
"2010",7
"2011",6
"2012",12
"2013",14
"2014",15
"2015",16
"2016",30
"2017",9
"2018",19
"2019",14
"2020",17
"2021",9
"2022",20
"2023",18
"2024",7
"2025",12
"2026",7
"2027",14
"2028",0
"2029",14
"2030",1
"2031",22
"2032",21
"2033",10
"2034",22
"2035",13
"2036",3
"2037",28
"2038",13
"2039",8
"2040",17
"2041",0
"2042",29
"2043",10
"2044",14
"2045",0
"2046",13
"2047",14
"2048",16
"2049",9
"2050",0
"2051",11
"2052",15
"2053",9
"2054",9
"2055",29
"2056",6
"2057",10
"2058",15
"2059",17
"2060",19
"2061",5
"2062",9
"2063",8
"2064",0
"2065",13
"2066",1
"2067",12
"2068",3
"2069",27
"2070",5
"2071",15
"2072",13
"2073",14
"2074",16
"2075",18
"2076",14
"2077",20
"2078",14
"2079",17
"2080",7
"2081",3
"2082",12
"2083",19
"2084",2
"2085",14
"2086",30
"2087",28
"2088",3
"2089",16
"2090",14
"2091",15
"2092",6
"2093",18
"2094",26
"2095",15
"2096",14
"2097",16
"2098",17
"2099",18
"2100",3
"2101",14
"2102",29
"2103",12
"2104",14
"2105",24
"2106",14
"2107",12
"2108",10
"2109",20
"2110",17
"2111",11
"2112",9
"2113",12
"2114",1
"2115",15
"2116",30
"2117",0
"2118",13
"2119",13
"2120",4
"2121",29
"2122",9
"2123",19
"2124",3
"2125",13
"2126",17
"2127",29
"2128",3
"2129",10
"2130",14
"2131",16
"2132",9
"2133",20
"2134",23
"2135",5
"2136",9
"2137",9
"2138",9
"2139",0
"2140",13
"2141",7
"2142",12
"2143",9
"2144",10
"2145",0
"2146",0
"2147",23
"2148",13
"2149",13
"2150",10
"2151",1
"2152",8
"2153",16
"2154",5
"2155",4
"2156",14
"2157",3
"2158",17
"2159",15
"2160",6
"2161",16
"2162",28
"2163",5
"2164",30
"2165",22
"2166",11
"2167",16
"2168",12
"2169",13
"2170",13
"2171",11
"2172",2
"2173",29
"2174",19
"2175",17
"2176",18
"2177",16
"2178",17
"2179",17
"2180",0
"2181",18
"2182",16
"2183",10
"2184",15
"2185",16
"2186",11
"2187",15
"2188",1
"2189",16
"2190",20
"2191",2
"2192",14
"2193",15
"2194",16
"2195",1
"2196",1
"2197",11
"2198",14
"2199",27
"2200",17
"2201",15
"2202",10
"2203",5
"2204",3
"2205",15
"2206",29
"2207",15
"2208",9
"2209",24
"2210",27
"2211",22
"2212",3
"2213",9
"2214",13
"2215",7
"2216",12
"2217",15
"2218",1
"2219",1
"2220",10
"2221",17
"2222",26
"2223",4
"2224",5
"2225",15
"2226",16
"2227",15
"2228",30
"2229",11
"2230",27
"2231",22
"2232",7
"2233",5
"2234",9
"2235",4
"2236",3
"2237",3
"2238",16
"2239",17
"2240",4
"2241",29
"2242",25
"2243",11
"2244",14
"2245",15
"2246",20
"2247",13
"2248",14
"2249",14
"2250",3
"2251",17
"2252",16
"2253",4
"2254",13
"2255",14
"2256",14
"2257",8
"2258",30
"2259",29
"2260",28
"2261",11
"2262",2
"2263",10
"2264",10
"2265",19
"2266",2
"2267",3
"2268",1
"2269",12
"2270",27
"2271",27
"2272",15
"2273",12
"2274",15
"2275",28
"2276",2
"2277",8
"2278",25
"2279",26
"2280",18
"2281",0
"2282",21
"2283",3
"2284",5
"2285",30
"2286",28
"2287",9
"2288",19
"2289",0
"2290",9
"2291",29
"2292",14
"2293",14
"2294",11
"2295",4
"2296",5
"2297",0
"2298",17
"2299",10
"2300",6
"2301",8
"2302",13
"2303",12
"2304",11
"2305",15
"2306",19
"2307",14
"2308",24
"2309",15
"2310",10
"2311",0
"2312",15
"2313",10
"2314",14
"2315",2
"2316",7
"2317",0
"2318",12
"2319",24
"2320",6
"2321",9
"2322",30
"2323",13
"2324",5
"2325",10
"2326",6
"2327",9
"2328",16
"2329",7
"2330",13
"2331",21
"2332",14
"2333",17
"2334",15
"2335",9
"2336",12
"2337",12
"2338",11
"2339",15
"2340",12
"2341",19
"2342",3
"2343",18
"2344",4
"2345",12
"2346",10
"2347",8
"2348",10
"2349",6
"2350",13
"2351",0
"2352",10
"2353",12
"2354",3
"2355",8
"2356",9
"2357",12
"2358",10
"2359",4
"2360",17
"2361",3
"2362",7
"2363",8
"2364",13
"2365",3
"2366",13
"2367",19
"2368",14
"2369",14
"2370",6
"2371",24
"2372",8
"2373",11
"2374",1
"2375",13
"2376",11
"2377",8
"2378",13
"2379",20
"2380",1
"2381",12
"2382",1
"2383",4
"2384",14
"2385",13
"2386",11
"2387",8
"2388",19
"2389",2
"2390",16
"2391",13
"2392",16
"2393",11
"2394",1
"2395",1
"2396",10
"2397",7
"2398",5
"2399",14
"2400",13
"2401",29
"2402",24
"2403",4
"2404",16
"2405",15
"2406",30
"2407",26
"2408",14
"2409",3
"2410",17
"2411",5
"2412",0
"2413",14
"2414",26
"2415",5
"2416",26
"2417",14
"2418",0
"2419",6
"2420",0
"2421",7
"2422",10
"2423",19
"2424",13
"2425",0
"2426",22
"2427",11
"2428",15
"2429",17
"2430",2
"2431",8
"2432",15
"2433",4
"2434",3
"2435",16
"2436",28
"2437",22
"2438",29
"2439",12
"2440",11
"2441",11
"2442",13
"2443",1
"2444",5
"2445",4
"2446",9
"2447",18
"2448",1
"2449",12
"2450",30
"2451",4
"2452",4
"2453",9
"2454",14
"2455",17
"2456",3
"2457",1
"2458",2
"2459",15
"2460",10
"2461",20
"2462",14
"2463",17
"2464",12
"2465",18
"2466",21
"2467",11
"2468",7
"2469",1
"2470",15
"2471",14
"2472",13
"2473",10
"2474",8
"2475",15
"2476",5
"2477",0
"2478",12
"2479",2
"2480",18
"2481",11
"2482",11
"2483",1
"2484",10
"2485",17
"2486",16
"2487",10
"2488",15
"2489",20
"2490",11
"2491",11
"2492",22
"2493",21
"2494",2
"2495",22
"2496",17
"2497",29
"2498",26
